gid;ferrovia;operacao;observacao;extensaokm;bitolatipo;produtos;ferrosigla;pnvcoin;operadora;codpnvsimp;modal;bitola_ext;situacao;cod_pnv;wkt;geometria
1509;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;30;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8012;MULTILINESTRING((-39.41810681971784 -5.804011620537194,-39.42067683033648 -5.790738537292425,-39.42300884107257 -5.78063147368225,-39.42328183539193 -5.767072389937414,-39.43020087921154 -5.758358332321818,-39.43182888733116 -5.752387294588274,-39.42912586137653 -5.739964219479183,-39.432175872610934 -5.721583104370592,-39.429914851337635 -5.711923046013843,-39.431131849844355 -5.693760933218969,-39.4270478139901 -5.680874855906497,-39.412226696757145 -5.657379718926155,-39.3960855616072 -5.61800448429166,-39.38445746947404 -5.599114373729666,-39.371988375903584 -5.588457314529363));ST_MultiLineString
1510;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;53;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8013;MULTILINESTRING((-39.371988375903584 -5.588457314529363,-39.366436327742996 -5.57169521370887,-39.36715432845402 -5.563644163432009,-39.36262528801383 -5.547767067471978,-39.367792308134504 -5.517438876624823,-39.37355934432536 -5.509182822318987,-39.37495035141896 -5.504125790202692,-39.37383033948946 -5.496538743730833,-39.3651792693943 -5.479259641113116,-39.35861021192516 -5.458087513142813,-39.35415516237149 -5.423582301105888,-39.34983412650545 -5.413214238928862,-39.340483054141146 -5.400767166441579,-39.32957196152709 -5.370512983901909,-39.3207348870389 -5.346895841447852,-39.31781786022536 -5.334767767409654,-39.320617871263615 -5.317919660972432,-39.319961862744265 -5.3103366140475,-39.31517882503392 -5.302501567670739,-39.307857770269244 -5.296264532550698,-39.30627375651839 -5.291200501782997,-39.309988776815544 -5.279716428241337,-39.31048577550471 -5.270286369155048,-39.307125741186546 -5.249348240203055,-39.297098662379945 -5.233216144586166,-39.29835965465537 -5.200289938249264));ST_MultiLineString
1511;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;34;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8014;MULTILINESTRING((-39.29835965465537 -5.200289938249264,-39.26125538892071 -5.191702903294908,-39.2500523059092 -5.183612858334663,-39.23265517990705 -5.176881824963876,-39.20911600425468 -5.157475715264601,-39.18897285872221 -5.150509681691975,-39.16608469138685 -5.138694619049096,-39.111374295678694 -5.119400525180403,-39.08298408991827 -5.10871747214368,-39.04479480875332 -5.085577345531934));ST_MultiLineString
1512;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;13;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8015;MULTILINESTRING((-39.04479480875332 -5.085577345531934,-39.03748675338408 -5.077960301217611,-39.03158070580385 -5.065984228772882,-39.014130559254134 -5.018082935701382,-39.01232854219223 -5.009103880004544,-39.01400354663765 -4.993703782149048,-39.015602547453966 -4.971784643204572));ST_MultiLineString
1513;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;41;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8016;MULTILINESTRING((-39.015602547453966 -4.971784643204572,-39.01482453716215 -4.961735580210322,-39.00722846099481 -4.914331284721252,-39.002046415367296 -4.895223166516102,-39.00026039680642 -4.88257308745012,-39.004716417667595 -4.859815941552576,-39.00474941350852 -4.850388881950972,-38.999768371664814 -4.836113794026627,-38.993619324664664 -4.828495748716167,-38.98630927031394 -4.822725715621119,-38.977877205155046 -4.810730643639788,-38.9698551455868 -4.804561608313802,-38.96278909408661 -4.801236590537735,-38.958698062503665 -4.795474555945968,-38.95666404452437 -4.787649507328506,-38.96363808374761 -4.765595364405483,-38.961865064285426 -4.75041326901199,-38.970864121242435 -4.735729171819689,-38.95886702078721 -4.701182958202657,-38.949313945764516 -4.684580857173051,-38.94022186862138 -4.655880679035001));ST_MultiLineString
1514;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;14;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8017;MULTILINESTRING((-38.94022186862138 -4.655880679035001,-38.936880840850904 -4.646587621499277,-38.927329765819536 -4.629761518844814,-38.922578725587286 -4.614793425803434,-38.92282772501163 -4.609500392034856,-38.92837275978375 -4.599402325353958,-38.925651737192965 -4.591802278219148,-38.92272870088453 -4.556100052316906,-38.922542703383776 -4.564839108025614));ST_MultiLineString
1515;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;13;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8018;MULTILINESTRING((-38.922542703383776 -4.564839108025614,-38.91376662778555 -4.533792914198657,-38.90348255262065 -4.528234883282957,-38.90051652963778 -4.523620855177764,-38.89803950803206 -4.514182796110079,-38.90233052217837 -4.476480553878098,-38.899897496314146 -4.456230425748149));ST_MultiLineString
1808;Companhia Paulista de Trens Metropolitanos;1992-05-25T00:00:00.000Z;S/OBSERVACAO;20;BITOLA MISTA;Transporte de Passageiros;CPTM;;Companhia Paulista de Trens Metropolitanos;EF-478;Ferrovia;S/INFOR;FERROVIA EM TRAFEGO;478EF9011;MULTILINESTRING((-46.711688911042735 -23.636765317282624,-46.70522684752232 -23.63033931486313));ST_MultiLineString
1516;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;19;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8019;MULTILINESTRING((-38.899897496314146 -4.456230425748149,-38.8965084679253 -4.445866361065933,-38.884428376478915 -4.431790276376955,-38.882401358626026 -4.42349922429832,-38.880020328594654 -4.392214025451882,-38.87276527010987 -4.375158919503898,-38.87323727191224 -4.371479895783976,-38.884734349059805 -4.361407826552065,-38.887515366056256 -4.354976784264915,-38.886812357953566 -4.347454736458494,-38.88504333778647 -4.329004619183309));ST_MultiLineString
1517;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;10;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8020;MULTILINESTRING((-38.88504333778647 -4.329004619183309,-38.85530812940338 -4.333917663023921,-38.85002509352389 -4.337573688627147,-38.83058596676162 -4.363699863954105,-38.81448485599859 -4.371501920643206));ST_MultiLineString
1519;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;25;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8021;MULTILINESTRING((-38.81448485599859 -4.371501920643206,-38.803146772092724 -4.362856870074596,-38.79496070946453 -4.351688802001621,-38.78378062820658 -4.346734774948471,-38.776455576103714 -4.34624277485676,-38.76960352582424 -4.342072751001689,-38.76370247943446 -4.331011682580201,-38.75662542717975 -4.325920652890943,-38.7411373088621 -4.30515352614358,-38.73209723432428 -4.279586365819718,-38.73170122608557 -4.266241280316415,-38.723843167684336 -4.259609240948417,-38.71551810433112 -4.248925175726611,-38.708656045846645 -4.22455802194187));ST_MultiLineString
1520;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;32;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-404;Ferrovia;1.000;FERROVIA COM TRÁFEGO SUSPENSO;404FPI0050;MULTILINESTRING((-41.77449230447877 -4.175631436963023,-41.78275234544756 -4.139925214506279,-41.77705029898015 -4.121411103338721,-41.77660628799017 -4.102320986360812,-41.77431827150514 -4.100022973214974,-41.7656162127297 -4.100706981070224,-41.76080517911586 -4.098405968961584,-41.750521102704774 -4.082521875705959,-41.73815901429768 -4.071709814426395,-41.73611099782592 -4.065498777101264,-41.739786015485805 -4.047791666707409,-41.73795600069639 -4.042034632062004,-41.72926993841699 -4.033984586137427,-41.728128927938336 -4.027310545547068,-41.71784585031801 -4.00821243223604,-41.71533782879927 -3.99716936527088,-41.71580182794585 -3.987283304198682,-41.719473847402625 -3.973713219115594,-41.704787734554635 -3.941073023900134,-41.70950576155944 -3.928445944137539));ST_MultiLineString
1521;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;52;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-404;Ferrovia;1.000;FERROVIA COM TRÁFEGO SUSPENSO;404FPI0040;MULTILINESTRING((-41.70950576155944 -3.928445944137539,-41.69091962925009 -3.913202857562766,-41.68566759001505 -3.904234804316719,-41.68635859334259 -3.900779782714916,-41.68384657264073 -3.891576726902577,-41.675387510453156 -3.879610656371565,-41.67356149605911 -3.874555625871906,-41.67288648714273 -3.863514557928761,-41.678205500489 -3.804861193254062,-41.67524247628474 -3.794283128969419,-41.66471540263241 -3.78875309883287,-41.656485343617234 -3.780701052179553,-41.65146230393979 -3.766206964376556,-41.64072022566871 -3.75239388294494,-41.638440208074535 -3.746873849616986,-41.63866920832167 -3.743420828132445,-41.64233723099057 -3.737444789697049,-41.643486236974184 -3.732616759337366,-41.64166422276441 -3.727783730076943,-41.63708919027914 -3.724105709019611,-41.617640055970746 -3.718571682100237,-41.61443903290514 -3.715115661880221,-41.61170500922285 -3.701548578750093,-41.6023379406194 -3.688430500875289,-41.59869091084418 -3.67508141937271,-41.5913758559697 -3.661276336377238,-41.586587818130205 -3.647011249538107,-41.572884716876054 -3.62515211875006,-41.56945569017959 -3.615952062805038,-41.59326882989615 -3.554539671985282));ST_MultiLineString
1522;Nova Transnordestina;2006-06-06T00:00:00.000Z;Trecho subutilizado da Companhia Ferroviária do Nordeste - previsão de modernização;11;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0050;MULTILINESTRING((-35.11919109984152 -8.11147672532661,-35.09778094586107 -8.119939793557922,-35.076046780635146 -8.116155785334191,-35.04850357063951 -8.110584770016173,-35.043443533204204 -8.11116877727139));ST_MultiLineString
1523;Nova Transnordestina;2006-06-06T00:00:00.000Z;Trecho subutilizado da Companhia Ferroviária do Nordeste - previsão de modernização;10;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0040;MULTILINESTRING((-35.043443533204204 -8.11116877727139,-35.02424839148168 -8.113815807499368,-35.00790426829119 -8.11258581139586,-35.00125721730718 -8.110858805285444,-34.98915812062162 -8.102286760104484,-34.97875603786138 -8.095430724459618));ST_MultiLineString
1524;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;12;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-101;Ferrovia;1.000;FERROVIA EM TRAFEGO;101FPE0170;MULTILINESTRING((-34.98760705744178 -8.029683305415181,-34.99820512302364 -8.010238175798003,-35.00944620021777 -8.00042610626022,-35.01862927048185 -8.002639113734384));ST_MultiLineString
1525;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;24;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-101;Ferrovia;1.000;FERROVIA EM TRAFEGO;101FPE0160;MULTILINESTRING((-35.01862927048185 -8.002639113734384,-35.04233144040001 -7.992174031380939,-35.05278550984223 -7.979764946098984,-35.06826762036704 -7.972321888509288,-35.0715536401191 -7.965472843178517,-35.07048762537473 -7.955824783290663,-35.07253162523104 -7.933815643508876,-35.07631064579683 -7.922830571804394,-35.08606471154849 -7.912591500636965,-35.093683766294575 -7.909449475588932,-35.10242983106062 -7.908605464212164,-35.111442895735934 -7.904783433924234,-35.11833294789181 -7.905758435273956,-35.13452706174957 -7.895568359971291,-35.14648815099482 -7.895444350896783,-35.15549521606744 -7.892307324930297,-35.16775231132891 -7.897669350126756));ST_MultiLineString
1526;Nova Transnordestina;2006-06-06T00:00:00.000Z;Trecho subutilizado da Companhia Ferroviária do Nordeste - previsão de modernização;3;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0030;MULTILINESTRING((-34.97875603786138 -8.095430724459618,-34.97305299234858 -8.091478703696213,-34.962009907917796 -8.089024696104898));ST_MultiLineString
1527;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;6;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-101;Ferrovia;1.000;FERROVIA EM TRAFEGO;101FPE0180;MULTILINESTRING((-34.962009907917796 -8.089024696104898,-34.96767894569255 -8.082459650887795,-34.97765501034903 -8.068349555262627,-34.981270031416074 -8.05990649970142,-34.98760705744178 -8.029683305415181));ST_MultiLineString
1528;Nova Transnordestina;2006-06-06T00:00:00.000Z;Sem Observação;2,296;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0020;MULTILINESTRING((-34.962009907917796 -8.089024696104898,-34.956328865834905 -8.08966670415183,-34.926527641318664 -8.087815713590302));ST_MultiLineString
1529;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;7;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-225;Ferrovia;1.000;FERROVIA EM TRAFEGO;225FPB0070;MULTILINESTRING((-35.56350587575588 -7.333337526449034,-35.571327933394265 -7.332712517401606,-35.57917898884146 -7.328413485107606,-35.58895005284491 -7.315406396508834,-35.596127101929355 -7.309030351526303,-35.6030481510911 -7.305691325916141,-35.61075120697111 -7.303768308753136,-35.613896229045686 -7.301849294577012));ST_MultiLineString
1530;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;29;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-225;Ferrovia;1.000;FERROVIA EM TRAFEGO;225FPB0060;MULTILINESTRING((-35.33279215839698 -7.329025648945115,-35.34571126378888 -7.343267730903887,-35.35353232187379 -7.343102724783822,-35.3632143915687 -7.339512695741743,-35.3779964960748 -7.331133633035495,-35.38242452441011 -7.324058585311151,-35.38612855078338 -7.322251571455802,-35.41139174025805 -7.324749570924245,-35.43207789429336 -7.325148560041084,-35.437581936277645 -7.32680056693704,-35.45611308097521 -7.337516622773542,-35.46208012609554 -7.338714626479681,-35.47150519587632 -7.338335617951386,-35.4798082553601 -7.334961591193432,-35.49413635602406 -7.326117525897086,-35.50105640610956 -7.324107508678542,-35.50955546942043 -7.324405505043287,-35.52054955410911 -7.329086527519277,-35.54263571744401 -7.328115507009866,-35.56350587575588 -7.333337526449034));ST_MultiLineString
1546;Nova Transnordestina;2006-06-06T00:00:00.000Z;Trecho subutilizado da Companhia Ferroviária do Nordeste - previsão de modernização;13;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0100;MULTILINESTRING((-35.97637859954674 -8.280940154565807,-35.96977655090372 -8.28123416128053,-35.956705453367086 -8.280187164531108,-35.94178233961885 -8.2758161486537,-35.920967179109226 -8.267275111398233));ST_MultiLineString
1531;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;29;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-101;Ferrovia;1.000;FERROVIA EM TRAFEGO;101FPB0050;MULTILINESTRING((-35.32067289674526 -7.059780943723455,-35.32908396087167 -7.062284954452794,-35.33823903159187 -7.066492975579715,-35.35343214264231 -7.063407946422292,-35.36073620086876 -7.069669981786387,-35.373381294080914 -7.06839696576905,-35.38094635193418 -7.070979977503071,-35.3853213840461 -7.070328970618351,-35.388785408518125 -7.068293955483513,-35.395531452936346 -7.059158893049151,-35.402896506557916 -7.057382877130766,-35.41067756686019 -7.061349897549343,-35.41459059538151 -7.060465889471294,-35.423602658647965 -7.054570846280364,-35.43835176584296 -7.050784812948036,-35.442975798059706 -7.047381788381178,-35.45041984663459 -7.036642715317242,-35.462243927082156 -7.024854632840322,-35.45336085488674 -7.014851574616125,-35.45813587737395 -6.993989438651971,-35.45821187224071 -6.984805380038703,-35.451491810222315 -6.965224259282188,-35.45338182057443 -6.959265220091907,-35.46405189219349 -6.946948134914779,-35.46711091039207 -6.939629086320228,-35.46954391843094 -6.923339980843332,-35.47488495728302 -6.922048969323289,-35.47599096532705 -6.921779966927201,-35.47785997695341 -6.918123942439478,-35.474284943068504 -6.906145868146193,-35.47549494755386 -6.898808820546201,-35.4844379992257 -6.874765661490699,-35.490293030706745 -6.855132532461481));ST_MultiLineString
